year,ADM1_NAME,ADM2_NAME,Stability_Zone,Area_Sleikh,Area_Total,Production,Yield_kg_ha,Shape_Area,Shape_Leng,annual_rain_mm,aridity_index,aspect_deg,bulk_dens,cec_cmol_kg,clay_pct,cropland,elevation_m,et_mm,gdd_annual,grassland,gwt_depth_m,max_temp_c,mean_temp_c,min_temp_c,moisture_pct,ndvi_peak,ndvi_std,pet_mm,ph,ph_quality,rain_cv_pct,rainy_days,rainy_rain_mm,sand_pct,silt_pct,slope_deg,soc_g_kg,thermal_suit,water_occurrence
2004,Al_Qunaytirah,Al_Qunaytirah,1,1839,1839,4781,2599.78,0.120668536,1.817203669,1406.879695,36.16978973,196.6396652,1.392797379,36.80800834,452.0421233,1,812.7813464,531.4123433,11492.13935,1,99.78962314,24.68114839,15.96130465,6.07067335,13.71310549,0.633351872,0.140983835,3888.654059,7.519971534,82.66761553,111.4886413,92.38867208,629.9775386,184.0334609,363.9594199,3.215624823,25.20123137,91.20745513,62.36754297
2004,Aleppo,Afrin,1,1865,1865,8356,4480.428954,0.194810459,2.230856022,1215.203869,35.09691131,184.8305861,1.371035123,25.51170824,404.3181051,1,493.5760545,527.5228424,11752.31477,1,89.965976,27.97670649,16.3226594,4.572773084,15.23720541,0.443035704,0.062292004,3461.423967,7.198506433,93.3831189,93.89885033,102.9610652,580.9413006,192.8950466,401.4796676,3.206478872,32.26458622,93.27233944,72.67440361
2004,Aleppo,Ain_Al_Arab,2,4721,4721,17751,3760.008473,0.285146327,2.615456939,657.5827111,17.37959342,180.1352135,1.344070296,29.15984317,412.5287694,1,457.6511594,398.3664481,12989.92906,1,40.7417743,31.91385425,18.04156814,4.936338851,10.5437128,0.500793283,0.118242596,3782.648415,7.452704986,84.90983381,86.84747447,92.2530546,324.9056551,160.737883,374.9119357,1.026508894,16.80178945,96.9053249,86.06697787
2004,Aleppo,Ain_Al_Arab,3,680,680,2380,3500,0.285146327,2.615456939,657.5827111,17.37959342,180.1352135,1.344070296,29.15984317,412.5287694,1,457.6511594,398.3664481,12989.92906,1,40.7417743,31.91385425,18.04156814,4.936338851,10.5437128,0.500793283,0.118242596,3782.648415,7.452704986,84.90983381,86.84747447,92.2530546,324.9056551,160.737883,374.9119357,1.026508894,16.80178945,96.9053249,86.06697787
2004,Aleppo,Al_Bab,1,40,40,169,4225,0.223794265,2.70647827,698.8912923,19.7525318,171.3158859,1.361738999,28.32570189,404.137529,1,440.5998951,466.9869808,12728.84679,1,12.48017986,29.9933792,17.67895387,5.250335065,13.1995361,0.491892137,0.111135082,3537.236513,7.526863486,82.4378838,102.705158,90.88160485,345.5234258,172.3288421,394.8106379,0.536196258,18.97472913,98.97740645,57.38811081
2004,Aleppo,Al_Bab,2,4021,4021,13699,3406.863964,0.223794265,2.70647827,698.8912923,19.7525318,171.3158859,1.361738999,28.32570189,404.137529,1,440.5998951,466.9869808,12728.84679,1,12.48017986,29.9933792,17.67895387,5.250335065,13.1995361,0.491892137,0.111135082,3537.236513,7.526863486,82.4378838,102.705158,90.88160485,345.5234258,172.3288421,394.8106379,0.536196258,18.97472913,98.97740645,57.38811081
2004,Aleppo,Al_Bab,3,3081,3081,12364,4012.982798,0.223794265,2.70647827,698.8912923,19.7525318,171.3158859,1.361738999,28.32570189,404.137529,1,440.5998951,466.9869808,12728.84679,1,12.48017986,29.9933792,17.67895387,5.250335065,13.1995361,0.491892137,0.111135082,3537.236513,7.526863486,82.4378838,102.705158,90.88160485,345.5234258,172.3288421,394.8106379,0.536196258,18.97472913,98.97740645,57.38811081
2004,Aleppo,Al_Bab,4,1135,1135,4347,3829.955947,0.223794265,2.70647827,698.8912923,19.7525318,171.3158859,1.361738999,28.32570189,404.137529,1,440.5998951,466.9869808,12728.84679,1,12.48017986,29.9933792,17.67895387,5.250335065,13.1995361,0.491892137,0.111135082,3537.236513,7.526863486,82.4378838,102.705158,90.88160485,345.5234258,172.3288421,394.8106379,0.536196258,18.97472913,98.97740645,57.38811081
2004,Aleppo,As_Safira,2,1003,1003,4414,4400.797607,0.226229514,2.727688396,582.2826115,16.53952985,194.0542344,1.456944439,23.81607607,339.9130212,1,386.7828001,432.6432281,13058.15538,1,58.56984464,29.67338519,18.13632691,5.767509616,12.29327035,0.43730669,0.091350434,3519.551169,7.634697244,78.8434252,102.9774751,87.6107645,280.9751616,209.796782,447.6738108,1.021027812,12.3940763,96.3638462,61.3127161
2004,Aleppo,As_Safira,3,1584,1584,6970,4400.252525,0.226229514,2.727688396,582.2826115,16.53952985,194.0542344,1.456944439,23.81607607,339.9130212,1,386.7828001,432.6432281,13058.15538,1,58.56984464,29.67338519,18.13632691,5.767509616,12.29327035,0.43730669,0.091350434,3519.551169,7.634697244,78.8434252,102.9774751,87.6107645,280.9751616,209.796782,447.6738108,1.021027812,12.3940763,96.3638462,61.3127161
2004,Aleppo,As_Safira,4,125,125,538,4304,0.226229514,2.727688396,582.2826115,16.53952985,194.0542344,1.456944439,23.81607607,339.9130212,1,386.7828001,432.6432281,13058.15538,1,58.56984464,29.67338519,18.13632691,5.767509616,12.29327035,0.43730669,0.091350434,3519.551169,7.634697244,78.8434252,102.9774751,87.6107645,280.9751616,209.796782,447.6738108,1.021027812,12.3940763,96.3638462,61.3127161
2004,Aleppo,Azaz,1,2943,2943,9478,3220.523276,0.121728487,2.146811382,916.5460818,25.40616673,180.5676029,1.396196968,30.36538609,429.7996425,1,481.8095159,588.5443126,12193.92719,1,12.33630082,29.12048446,16.93600999,4.840201807,16.31296237,0.653378307,0.140118104,3606.573277,7.471901984,84.26993387,97.94279803,94.4319319,440.1574596,165.5478602,396.9674719,0.559398203,24.25735487,96.77719993,30.7875817
2004,Aleppo,Azaz,2,629,629,2016,3205.08744,0.121728487,2.146811382,916.5460818,25.40616673,180.5676029,1.396196968,30.36538609,429.7996425,1,481.8095159,588.5443126,12193.92719,1,12.33630082,29.12048446,16.93600999,4.840201807,16.31296237,0.653378307,0.140118104,3606.573277,7.471901984,84.26993387,97.94279803,94.4319319,440.1574596,165.5478602,396.9674719,0.559398203,24.25735487,96.77719993,30.7875817
2004,Aleppo,Jarablus,2,794,794,1943,2447.103275,0.056313267,1.389591551,773.1243408,21.46206858,123.911363,1.374076188,31.59740814,433.9335195,1,453.0262094,430.4851015,12744.43247,1,19.54434174,31.57849837,17.70060065,4.657554645,11.9561035,0.5211062,0.120310253,3601.2825,7.473535251,84.21549162,96.63975041,93.97130007,395.3812805,151.8135123,395.6820817,0.731704106,17.89025411,98.85371056,86.86344794
2004,Aleppo,Jebel_Saman,1,3724,3724,17826,4786.7884,0.320135248,3.90953411,826.5507606,23.85379342,185.7492815,1.399045613,26.85095306,367.0160671,1,348.6130778,509.4159087,12833.21129,1,24.0041333,29.12980012,17.82390457,5.763825072,14.69717461,0.511132177,0.105151362,3464.070507,7.511498758,82.95004141,98.56663565,91.64755569,374.181011,183.2856532,401.209007,0.780531933,17.98196178,98.14911672,28.18423019
2004,Aleppo,Jebel_Saman,2,16855,16855,80365,4768.021359,0.320135248,3.90953411,826.5507606,23.85379342,185.7492815,1.399045613,26.85095306,367.0160671,1,348.6130778,509.4159087,12833.21129,1,24.0041333,29.12980012,17.82390457,5.763825072,14.69717461,0.511132177,0.105151362,3464.070507,7.511498758,82.95004141,98.56663565,91.64755569,374.181011,183.2856532,401.209007,0.780531933,17.98196178,98.14911672,28.18423019
2004,Aleppo,Jebel_Saman,3,2510,2510,8684,3459.760956,0.320135248,3.90953411,826.5507606,23.85379342,185.7492815,1.399045613,26.85095306,367.0160671,1,348.6130778,509.4159087,12833.21129,1,24.0041333,29.12980012,17.82390457,5.763825072,14.69717461,0.511132177,0.105151362,3464.070507,7.511498758,82.95004141,98.56663565,91.64755569,374.181011,183.2856532,401.209007,0.780531933,17.98196178,98.14911672,28.18423019
2004,Aleppo,Jebel_Saman,4,1003,1003,3681,3669.99003,0.320135248,3.90953411,826.5507606,23.85379342,185.7492815,1.399045613,26.85095306,367.0160671,1,348.6130778,509.4159087,12833.21129,1,24.0041333,29.12980012,17.82390457,5.763825072,14.69717461,0.511132177,0.105151362,3464.070507,7.511498758,82.95004141,98.56663565,91.64755569,374.181011,183.2856532,401.209007,0.780531933,17.98196178,98.14911672,28.18423019
2004,Aleppo,Menbij,2,833,833,3998,4799.519808,0.476099108,4.018173677,526.3073967,14.58861708,173.279788,1.406754586,24.018397,332.4689528,1,397.1956572,423.0331693,13128.65303,1,17.60715977,30.57663824,18.23424031,5.59956174,11.73174705,0.452788836,0.098308579,3606.6579,7.618434657,79.38551142,90.89114713,88.31711405,267.2592926,198.2878033,437.4207931,0.49517755,12.11218955,95.80434107,92.68040719
2004,Aleppo,Menbij,3,500,500,2470,4940,0.476099108,4.018173677,526.3073967,14.58861708,173.279788,1.406754586,24.018397,332.4689528,1,397.1956572,423.0331693,13128.65303,1,17.60715977,30.57663824,18.23424031,5.59956174,11.73174705,0.452788836,0.098308579,3606.6579,7.618434657,79.38551142,90.89114713,88.31711405,267.2592926,198.2878033,437.4207931,0.49517755,12.11218955,95.80434107,92.68040719
